headers=18
lattice=1
L=128
N=1024
D=2
folded=1
phi=0.000488
x0_lo=-0.500000
x0_hi=127.500000
x1_lo=-0.500000
x1_hi=127.500000
x0_periodic=1
x1_periodic=1
iters=33413
alpha=-0.500000
seedMass=1000000000000.000000
maxAttachments=4
columns=12
id,x0,x1,assignedSeedStatus,currentSeedStatus,diameter,attachments,att_1,att_2,att_3,att_4
206,110,97,1,1,1,1,870,NaN,NaN,NaN
207,17,82,1,1,1,3,922,595,578,NaN
208,110,65,1,1,1,3,486,395,681,NaN
209,98,88,1,1,1,2,399,766,NaN,NaN
210,62,110,1,1,1,2,566,770,NaN,NaN
211,105,90,1,1,1,2,43,224,NaN,NaN
212,99,97,1,1,1,1,613,NaN,NaN,NaN
213,28,102,1,1,1,3,661,225,330,NaN
214,48,107,1,1,1,2,292,363,NaN,NaN
215,16,85,1,1,1,3,48,854,992,NaN
216,63,109,1,1,1,2,892,770,NaN,NaN
217,8,80,1,1,1,1,463,NaN,NaN,NaN
218,8,91,1,1,1,2,260,585,NaN,NaN
219,112,86,1,1,1,2,1014,437,NaN,NaN
220,39,104,1,1,1,2,852,737,NaN,NaN
221,5,100,1,1,1,2,979,861,NaN,NaN
222,127,85,1,1,1,2,501,489,NaN,NaN
223,26,101,1,1,1,1,24,NaN,NaN,NaN
224,105,89,1,1,1,2,211,684,NaN,NaN
225,27,102,1,1,1,2,24,213,NaN,NaN
226,93,67,1,1,1,2,888,572,NaN,NaN
227,97,105,1,1,1,3,591,620,863,NaN
228,50,5,1,1,1,3,997,204,956,NaN
229,38,2,1,1,1,3,882,120,275,NaN
230,104,109,1,1,1,2,366,388,NaN,NaN
231,99,107,1,1,1,2,295,669,NaN,NaN
232,50,99,1,1,1,1,1017,NaN,NaN,NaN
233,116,68,1,1,1,3,727,104,975,NaN
234,73,7,1,1,1,2,69,1020,NaN,NaN
235,11,77,1,1,1,2,300,959,NaN,NaN
236,6,97,1,1,1,3,893,42,971,NaN
237,2,79,1,1,1,1,72,NaN,NaN,NaN
238,72,8,1,1,1,2,412,1020,NaN,NaN
239,112,97,1,1,1,1,443,NaN,NaN,NaN
240,40,113,1,1,1,3,623,303,310,NaN
241,24,106,1,1,1,2,26,34,NaN,NaN
242,43,118,1,1,1,1,442,NaN,NaN,NaN
243,30,126,1,1,1,1,934,NaN,NaN,NaN
244,27,104,1,1,1,3,151,769,514,NaN
245,93,100,1,1,1,1,598,NaN,NaN,NaN
246,17,103,1,1,1,2,792,283,NaN,NaN
247,71,123,1,1,1,2,610,261,NaN,NaN
248,101,108,1,1,1,2,320,536,NaN,NaN
249,94,69,1,1,1,3,993,588,516,NaN
250,29,124,1,1,1,2,936,10,NaN,NaN
251,94,81,1,1,1,1,25,NaN,NaN,NaN
252,52,7,1,1,1,1,919,NaN,NaN,NaN
253,89,88,1,1,1,2,294,550,NaN,NaN
254,96,70,1,1,1,1,1013,NaN,NaN,NaN
255,49,106,1,1,1,2,109,363,NaN,NaN
256,73,5,1,1,1,3,904,297,69,NaN
257,58,121,1,1,1,1,607,NaN,NaN,NaN
258,12,94,1,1,1,1,641,NaN,NaN,NaN
259,100,88,1,1,1,1,399,NaN,NaN,NaN
260,8,90,1,1,1,2,132,218,NaN,NaN
261,71,122,1,1,1,2,775,247,NaN,NaN
262,114,98,1,1,1,2,422,377,NaN,NaN
263,52,98,1,1,1,2,822,58,NaN,NaN
264,62,115,1,1,1,1,758,NaN,NaN,NaN
265,108,92,1,1,1,3,901,560,133,NaN
266,117,87,1,1,1,4,877,957,576,319
267,102,97,1,1,1,2,6,153,NaN,NaN
268,105,95,1,1,1,1,713,NaN,NaN,NaN
269,70,124,1,1,1,2,610,282,NaN,NaN
270,17,84,1,1,1,1,922,NaN,NaN,NaN
271,92,104,1,1,1,2,587,748,NaN,NaN
272,15,104,1,1,1,1,555,NaN,NaN,NaN
273,26,119,1,1,1,2,553,171,NaN,NaN
274,41,123,1,1,1,1,1002,NaN,NaN,NaN
275,38,1,1,1,1,2,229,830,NaN,NaN
276,18,79,1,1,1,3,182,476,529,NaN
277,58,113,1,1,1,1,427,NaN,NaN,NaN
278,93,108,1,1,1,3,887,779,601,NaN
279,12,101,1,1,1,2,156,404,NaN,NaN
280,12,80,1,1,1,2,390,955,NaN,NaN
281,97,86,1,1,1,2,360,383,NaN,NaN
282,70,125,1,1,1,3,269,337,46,NaN
283,17,102,1,1,1,1,246,NaN,NaN,NaN
284,89,67,1,1,1,2,419,760,NaN,NaN
285,88,68,1,1,1,2,760,481,NaN,NaN
286,100,98,1,1,1,2,613,452,NaN,NaN
287,42,119,1,1,1,1,442,NaN,NaN,NaN
288,94,110,1,1,1,2,929,541,NaN,NaN
289,107,81,1,1,1,2,298,908,NaN,NaN
290,39,115,1,1,1,3,344,911,675,NaN
291,62,107,1,1,1,1,21,NaN,NaN,NaN
292,47,107,1,1,1,2,214,903,NaN,NaN
293,92,87,1,1,1,1,345,NaN,NaN,NaN
294,90,88,1,1,1,2,253,884,NaN,NaN
295,100,107,1,1,1,2,231,320,NaN,NaN
296,104,87,1,1,1,2,743,843,NaN,NaN
297,74,5,1,1,1,2,899,256,NaN,NaN
298,107,80,1,1,1,2,289,972,NaN,NaN
299,57,114,1,1,1,1,427,NaN,NaN,NaN
300,11,76,1,1,1,2,235,994,NaN,NaN
301,24,113,1,1,1,3,798,1003,176,NaN
302,125,83,1,1,1,2,546,425,NaN,NaN
303,40,112,1,1,1,2,240,785,NaN,NaN
304,1,85,1,1,1,1,571,NaN,NaN,NaN
305,15,93,1,1,1,3,745,652,68,NaN
306,69,1,1,1,1,3,328,416,659,NaN
307,24,105,1,1,1,1,756,NaN,NaN,NaN
308,53,0,1,1,1,2,93,375,NaN,NaN
309,31,118,1,1,1,2,712,765,NaN,NaN
310,39,113,1,1,1,3,488,344,240,NaN
311,122,81,1,1,1,2,629,393,NaN,NaN
312,34,122,1,1,1,1,609,NaN,NaN,NaN
313,117,71,1,1,1,1,647,NaN,NaN,NaN
314,56,119,1,1,1,2,703,665,NaN,NaN
315,34,124,1,1,1,1,196,NaN,NaN,NaN
316,41,5,1,1,1,2,752,472,NaN,NaN
317,23,118,1,1,1,1,453,NaN,NaN,NaN
318,85,89,1,1,1,2,440,708,NaN,NaN
319,118,87,1,1,1,1,266,NaN,NaN,NaN
320,100,108,1,1,1,2,248,295,NaN,NaN
321,18,81,1,1,1,2,476,578,NaN,NaN
322,66,119,1,1,1,2,138,923,NaN,NaN
323,35,115,1,1,1,2,836,627,NaN,NaN
324,93,88,1,1,1,2,29,345,NaN,NaN
325,54,125,1,1,1,3,161,450,799,NaN
326,60,8,1,1,1,2,810,91,NaN,NaN
327,64,10,1,1,1,2,76,128,NaN,NaN
328,68,1,1,1,1,2,1009,306,NaN,NaN
329,62,5,1,1,1,2,782,725,NaN,NaN
330,28,101,1,1,1,2,205,213,NaN,NaN
331,114,102,1,1,1,1,441,NaN,NaN,NaN
332,94,71,1,1,1,2,172,588,NaN,NaN
333,72,7,1,1,1,1,603,NaN,NaN,NaN
334,4,91,1,1,1,2,436,174,NaN,NaN
335,2,86,1,1,1,2,19,571,NaN,NaN
336,25,124,1,1,1,1,175,NaN,NaN,NaN
337,69,125,1,1,1,1,282,NaN,NaN,NaN
338,25,102,1,1,1,2,24,150,NaN,NaN
339,84,87,1,1,1,3,951,146,894,NaN
340,124,85,1,1,1,3,982,945,418,NaN
341,19,72,1,1,1,3,654,50,523,NaN
342,50,7,1,1,1,2,956,592,NaN,NaN
343,112,95,1,1,1,2,163,456,NaN,NaN
344,39,114,1,1,1,2,290,310,NaN,NaN
345,92,88,1,1,1,4,606,293,884,324
346,103,75,1,1,1,1,767,NaN,NaN,NaN
347,99,68,1,1,1,3,845,170,184,NaN
348,7,93,1,1,1,3,413,871,1007,NaN
349,26,123,1,1,1,2,974,175,NaN,NaN
350,83,86,1,1,1,2,414,146,NaN,NaN
351,59,93,1,1,1,3,943,179,800,NaN
352,97,107,1,1,1,3,531,669,591,NaN
353,28,118,1,1,1,1,663,NaN,NaN,NaN
354,22,103,1,1,1,2,686,359,NaN,NaN
355,29,100,1,1,1,2,205,408,NaN,NaN
356,103,88,1,1,1,1,843,NaN,NaN,NaN
357,40,106,1,1,1,2,495,56,NaN,NaN
358,20,70,1,1,1,2,735,79,NaN,NaN
359,22,102,1,1,1,2,60,354,NaN,NaN
360,98,86,1,1,1,1,281,NaN,NaN,NaN
361,97,103,1,1,1,3,594,863,397,NaN
362,55,5,1,1,1,1,504,NaN,NaN,NaN
363,48,106,1,1,1,2,255,214,NaN,NaN
364,23,110,1,1,1,2,969,898,NaN,NaN
365,7,95,1,1,1,2,871,741,NaN,NaN
366,105,109,1,1,1,2,838,230,NaN,NaN
367,98,98,1,1,1,2,613,118,NaN,NaN
368,11,74,1,1,1,3,994,656,95,NaN
369,121,86,1,1,1,2,108,417,NaN,NaN
370,23,112,1,1,1,3,898,1003,948,NaN
371,18,110,1,1,1,2,875,983,NaN,NaN
372,40,122,1,1,1,2,1002,378,NaN,NaN
373,49,104,1,1,1,2,109,159,NaN,NaN
374,80,87,1,1,1,2,473,147,NaN,NaN
375,54,0,1,1,1,3,519,308,674,NaN
376,58,117,1,1,1,3,28,554,126,NaN
377,114,99,1,1,1,2,262,672,NaN,NaN
378,40,121,1,1,1,2,631,372,NaN,NaN
